"","id","noi","category","category_1to5","category_5to10","category_10to15","category_15to20","category_20+","category_NA"
"843",843,"7","5to10",0,1,0,0,0,0
"844",844,"25","20+",0,0,0,0,1,0
"845",845,"4","1to5",1,0,0,0,0,0
"846",846,"2","1to5",1,0,0,0,0,0
"847",847,"2","1to5",1,0,0,0,0,0
"848",848,"4","1to5",1,0,0,0,0,0
"849",849,"3","1to5",1,0,0,0,0,0
"850",850,"2","1to5",1,0,0,0,0,0
"851",851,"3","1to5",1,0,0,0,0,0
"852",852,"16","15to20",0,0,0,1,0,0
"853",853,"6","5to10",0,1,0,0,0,0
"854",854,"NA","NA",0,0,0,0,0,1
"855",855,"5","1to5",1,0,0,0,0,0
"856",856,"NA","NA",0,0,0,0,0,1
"857",857,"2","1to5",1,0,0,0,0,0
"858",858,"NA","NA",0,0,0,0,0,1
"859",859,"1","1to5",1,0,0,0,0,0
"860",860,"2","1to5",1,0,0,0,0,0
"861",861,"1","1to5",1,0,0,0,0,0
"862",862,"NA","NA",0,0,0,0,0,1
"863",863,"2","1to5",1,0,0,0,0,0
"864",864,"1","1to5",1,0,0,0,0,0
"865",865,"3","1to5",1,0,0,0,0,0
"866",866,"1","1to5",1,0,0,0,0,0
"867",867,"1","1to5",1,0,0,0,0,0
"868",868,"7","5to10",0,1,0,0,0,0
"869",869,"6","5to10",0,1,0,0,0,0
"870",870,"NA","NA",0,0,0,0,0,1
"871",871,"8","5to10",0,1,0,0,0,0
"872",872,"3","1to5",1,0,0,0,0,0
"873",873,"9","5to10",0,1,0,0,0,0
"874",874,"4","1to5",1,0,0,0,0,0
"875",875,"8","5to10",0,1,0,0,0,0
"876",876,"4","1to5",1,0,0,0,0,0
"877",877,"1","1to5",1,0,0,0,0,0
"878",878,"5","1to5",1,0,0,0,0,0
"879",879,"1","1to5",1,0,0,0,0,0
"880",880,"5","1to5",1,0,0,0,0,0
"881",881,"3","1to5",1,0,0,0,0,0
"882",882,"1","1to5",1,0,0,0,0,0
"883",883,"6","5to10",0,1,0,0,0,0
"884",884,"3","1to5",1,0,0,0,0,0
"885",885,"2","1to5",1,0,0,0,0,0
"886",886,"NA","NA",0,0,0,0,0,1
"887",887,"1","1to5",1,0,0,0,0,0
"888",888,"1","1to5",1,0,0,0,0,0
"889",889,"2","1to5",1,0,0,0,0,0
"890",890,"7","5to10",0,1,0,0,0,0
"891",891,"2","1to5",1,0,0,0,0,0
"892",892,"3","1to5",1,0,0,0,0,0
"893",893,"12","10to15",0,0,1,0,0,0
"894",894,"1","1to5",1,0,0,0,0,0
"895",895,"1","1to5",1,0,0,0,0,0
"896",896,"4","1to5",1,0,0,0,0,0
"897",897,"6","5to10",0,1,0,0,0,0
"898",898,"2","1to5",1,0,0,0,0,0
"899",899,"NA","NA",0,0,0,0,0,1
"900",900,"6","5to10",0,1,0,0,0,0
"901",901,"NA","NA",0,0,0,0,0,1
"902",902,"8","5to10",0,1,0,0,0,0
"903",903,"NA","NA",0,0,0,0,0,1
"904",904,"2","1to5",1,0,0,0,0,0
"905",905,"3","1to5",1,0,0,0,0,0
"906",906,"1","1to5",1,0,0,0,0,0
"907",907,"1","1to5",1,0,0,0,0,0
"908",908,"4","1to5",1,0,0,0,0,0
"909",909,"7","5to10",0,1,0,0,0,0
"910",910,"15","10to15",0,0,1,0,0,0
"911",911,"3","1to5",1,0,0,0,0,0
"912",912,"1","1to5",1,0,0,0,0,0
"913",913,"2","1to5",1,0,0,0,0,0
"914",914,"2","1to5",1,0,0,0,0,0
"915",915,"NA","NA",0,0,0,0,0,1
"916",916,"NA","NA",0,0,0,0,0,1
"917",917,"NA","NA",0,0,0,0,0,1
"918",918,"2","1to5",1,0,0,0,0,0
"919",919,"3","1to5",1,0,0,0,0,0
"920",920,"13","10to15",0,0,1,0,0,0
"921",921,"NA","NA",0,0,0,0,0,1
"922",922,"2","1to5",1,0,0,0,0,0
"923",923,"3","1to5",1,0,0,0,0,0
"924",924,"NA","NA",0,0,0,0,0,1
"925",925,"5","1to5",1,0,0,0,0,0
"926",926,"8","5to10",0,1,0,0,0,0
"927",927,"6","5to10",0,1,0,0,0,0
"928",928,"6","5to10",0,1,0,0,0,0
"929",929,"NA","NA",0,0,0,0,0,1
"930",930,"5","1to5",1,0,0,0,0,0
"931",931,"7","5to10",0,1,0,0,0,0
"932",932,"NA","NA",0,0,0,0,0,1
"933",933,"4","1to5",1,0,0,0,0,0
"934",934,"NA","NA",0,0,0,0,0,1
"935",935,"NA","NA",0,0,0,0,0,1
"936",936,"1","1to5",1,0,0,0,0,0
"937",937,"3","1to5",1,0,0,0,0,0
"938",938,"NA","NA",0,0,0,0,0,1
"939",939,"4","1to5",1,0,0,0,0,0
"940",940,"9","5to10",0,1,0,0,0,0
"941",941,"1","1to5",1,0,0,0,0,0
"942",942,"NA","NA",0,0,0,0,0,1
"943",943,"2","1to5",1,0,0,0,0,0
"944",944,"1","1to5",1,0,0,0,0,0
"945",945,"4","1to5",1,0,0,0,0,0
"946",946,"NA","NA",0,0,0,0,0,1
"947",947,"2","1to5",1,0,0,0,0,0
"948",948,"6","5to10",0,1,0,0,0,0
"949",949,"NA","NA",0,0,0,0,0,1
"950",950,"NA","NA",0,0,0,0,0,1
"951",951,"7","5to10",0,1,0,0,0,0
"952",952,"2","1to5",1,0,0,0,0,0
"953",953,"1","1to5",1,0,0,0,0,0
"954",954,"4","1to5",1,0,0,0,0,0
"955",955,"NA","NA",0,0,0,0,0,1
"956",956,"NA","NA",0,0,0,0,0,1
"957",957,"NA","NA",0,0,0,0,0,1
"958",958,"NA","NA",0,0,0,0,0,1
"959",959,"4","1to5",1,0,0,0,0,0
"960",960,"NA","NA",0,0,0,0,0,1
"961",961,"NA","NA",0,0,0,0,0,1
"962",962,"6","5to10",0,1,0,0,0,0
"963",963,"NA","NA",0,0,0,0,0,1
"964",964,"1","1to5",1,0,0,0,0,0
"965",965,"21","20+",0,0,0,0,1,0
"966",966,"4","1to5",1,0,0,0,0,0
"967",967,"2","1to5",1,0,0,0,0,0
"968",968,"3","1to5",1,0,0,0,0,0
"969",969,"1","1to5",1,0,0,0,0,0
"970",970,"8","5to10",0,1,0,0,0,0
"971",971,"6","5to10",0,1,0,0,0,0
"972",972,"6","5to10",0,1,0,0,0,0
"973",973,"NA","NA",0,0,0,0,0,1
"974",974,"4","1to5",1,0,0,0,0,0
"975",975,"2","1to5",1,0,0,0,0,0
"976",976,"4","1to5",1,0,0,0,0,0
"977",977,"12","10to15",0,0,1,0,0,0
"978",978,"12","10to15",0,0,1,0,0,0
"979",979,"8","5to10",0,1,0,0,0,0
"980",980,"5","1to5",1,0,0,0,0,0
"981",981,"5","1to5",1,0,0,0,0,0
"982",982,"3","1to5",1,0,0,0,0,0
"983",983,"5","1to5",1,0,0,0,0,0
"984",984,"8","5to10",0,1,0,0,0,0
"985",985,"NA","NA",0,0,0,0,0,1
"986",986,"1","1to5",1,0,0,0,0,0
"987",987,"1","1to5",1,0,0,0,0,0
"988",988,"1","1to5",1,0,0,0,0,0
"989",989,"NA","NA",0,0,0,0,0,1
"990",990,"NA","NA",0,0,0,0,0,1
"991",991,"1","1to5",1,0,0,0,0,0
"992",992,"2","1to5",1,0,0,0,0,0
"993",993,"10","5to10",0,1,0,0,0,0
"994",994,"NA","NA",0,0,0,0,0,1
"995",995,"3","1to5",1,0,0,0,0,0
"996",996,"5","1to5",1,0,0,0,0,0
"997",997,"6","5to10",0,1,0,0,0,0
"998",998,"4","1to5",1,0,0,0,0,0
"999",999,"1","1to5",1,0,0,0,0,0
"1000",1000,"1","1to5",1,0,0,0,0,0
"1001",1001,"1","1to5",1,0,0,0,0,0
"1002",1002,"5","1to5",1,0,0,0,0,0
"1003",1003,"8","5to10",0,1,0,0,0,0
"1004",1004,"1","1to5",1,0,0,0,0,0
"1005",1005,"5","1to5",1,0,0,0,0,0
"1006",1006,"5","1to5",1,0,0,0,0,0
"1007",1007,"6","5to10",0,1,0,0,0,0
"1008",1008,"1","1to5",1,0,0,0,0,0
"1009",1009,"7","5to10",0,1,0,0,0,0
"1010",1010,"6","5to10",0,1,0,0,0,0
"1011",1011,"6","5to10",0,1,0,0,0,0
"1012",1012,"3","1to5",1,0,0,0,0,0
"1013",1013,"3","1to5",1,0,0,0,0,0
"1014",1014,"4","1to5",1,0,0,0,0,0
"1015",1015,"3","1to5",1,0,0,0,0,0
"1016",1016,"NA","NA",0,0,0,0,0,1
"1017",1017,"2","1to5",1,0,0,0,0,0
"1018",1018,"2","1to5",1,0,0,0,0,0
"1019",1019,"10","5to10",0,1,0,0,0,0
"1020",1020,"7","5to10",0,1,0,0,0,0
"1021",1021,"16","15to20",0,0,0,1,0,0
"1022",1022,"16","15to20",0,0,0,1,0,0
"1023",1023,"6","5to10",0,1,0,0,0,0
"1024",1024,"3","1to5",1,0,0,0,0,0
"1025",1025,"3","1to5",1,0,0,0,0,0
"1026",1026,"2","1to5",1,0,0,0,0,0
"1027",1027,"2","1to5",1,0,0,0,0,0
"1028",1028,"1","1to5",1,0,0,0,0,0
"1029",1029,"NA","NA",0,0,0,0,0,1
"1030",1030,"2","1to5",1,0,0,0,0,0
"1031",1031,"9","5to10",0,1,0,0,0,0
"1032",1032,"NA","NA",0,0,0,0,0,1
"1033",1033,"NA","NA",0,0,0,0,0,1
"1034",1034,"12","10to15",0,0,1,0,0,0
"1035",1035,"2","1to5",1,0,0,0,0,0
"1036",1036,"3","1to5",1,0,0,0,0,0
"1037",1037,"9","5to10",0,1,0,0,0,0
"1038",1038,"4","1to5",1,0,0,0,0,0
"1039",1039,"1","1to5",1,0,0,0,0,0
"1040",1040,"7","5to10",0,1,0,0,0,0
"1041",1041,"3","1to5",1,0,0,0,0,0
"1042",1042,"6","5to10",0,1,0,0,0,0
"1043",1043,"NA","NA",0,0,0,0,0,1
"1044",1044,"8","5to10",0,1,0,0,0,0
"1045",1045,"5","1to5",1,0,0,0,0,0
"1046",1046,"7","5to10",0,1,0,0,0,0
"1047",1047,"NA","NA",0,0,0,0,0,1
"1048",1048,"2","1to5",1,0,0,0,0,0
"1049",1049,"3","1to5",1,0,0,0,0,0
"1050",1050,"2","1to5",1,0,0,0,0,0
"1051",1051,"2","1to5",1,0,0,0,0,0
"1052",1052,"5","1to5",1,0,0,0,0,0
"1053",1053,"8","5to10",0,1,0,0,0,0
"1054",1054,"7","5to10",0,1,0,0,0,0
"1055",1055,"NA","NA",0,0,0,0,0,1
"1056",1056,"2","1to5",1,0,0,0,0,0
"1057",1057,"4","1to5",1,0,0,0,0,0
"1058",1058,"NA","NA",0,0,0,0,0,1
"1059",1059,"NA","NA",0,0,0,0,0,1
"1060",1060,"1","1to5",1,0,0,0,0,0
"1061",1061,"3","1to5",1,0,0,0,0,0
"1062",1062,"1","1to5",1,0,0,0,0,0
"1063",1063,"NA","NA",0,0,0,0,0,1
"1064",1064,"NA","NA",0,0,0,0,0,1
"1065",1065,"NA","NA",0,0,0,0,0,1
"1066",1066,"16","15to20",0,0,0,1,0,0
"1067",1067,"1","1to5",1,0,0,0,0,0
"1068",1068,"NA","NA",0,0,0,0,0,1
"1069",1069,"2","1to5",1,0,0,0,0,0
"1070",1070,"1","1to5",1,0,0,0,0,0
"1071",1071,"1","1to5",1,0,0,0,0,0
"1072",1072,"7","5to10",0,1,0,0,0,0
"1073",1073,"1","1to5",1,0,0,0,0,0
"1074",1074,"5","1to5",1,0,0,0,0,0
"1075",1075,"8","5to10",0,1,0,0,0,0
"1076",1076,"5","1to5",1,0,0,0,0,0
"1077",1077,"1","1to5",1,0,0,0,0,0
"1078",1078,"4","1to5",1,0,0,0,0,0
"1079",1079,"10","5to10",0,1,0,0,0,0
"1080",1080,"1","1to5",1,0,0,0,0,0
"1081",1081,"NA","NA",0,0,0,0,0,1
"1082",1082,"NA","NA",0,0,0,0,0,1
"1083",1083,"NA","NA",0,0,0,0,0,1
"1084",1084,"2","1to5",1,0,0,0,0,0
"1085",1085,"1","1to5",1,0,0,0,0,0
"1086",1086,"2","1to5",1,0,0,0,0,0
"1087",1087,"6","5to10",0,1,0,0,0,0
"1088",1088,"NA","NA",0,0,0,0,0,1
"1089",1089,"3","1to5",1,0,0,0,0,0
"1090",1090,"6","5to10",0,1,0,0,0,0
"1091",1091,"1","1to5",1,0,0,0,0,0
"1092",1092,"10","5to10",0,1,0,0,0,0
"1093",1093,"4","1to5",1,0,0,0,0,0
"1094",1094,"1","1to5",1,0,0,0,0,0
"1095",1095,"NA","NA",0,0,0,0,0,1
"1096",1096,"1","1to5",1,0,0,0,0,0
"1097",1097,"9","5to10",0,1,0,0,0,0
"1098",1098,"3","1to5",1,0,0,0,0,0
"1099",1099,"3","1to5",1,0,0,0,0,0
"1100",1100,"1","1to5",1,0,0,0,0,0
"1101",1101,"1","1to5",1,0,0,0,0,0
"1102",1102,"4","1to5",1,0,0,0,0,0
"1103",1103,"13","10to15",0,0,1,0,0,0
"1104",1104,"NA","NA",0,0,0,0,0,1
"1105",1105,"1","1to5",1,0,0,0,0,0
"1106",1106,"NA","NA",0,0,0,0,0,1
"1107",1107,"NA","NA",0,0,0,0,0,1
"1108",1108,"1","1to5",1,0,0,0,0,0
"1109",1109,"1","1to5",1,0,0,0,0,0
"1110",1110,"3","1to5",1,0,0,0,0,0
"1111",1111,"8","5to10",0,1,0,0,0,0
"1112",1112,"6","5to10",0,1,0,0,0,0
"1113",1113,"6","5to10",0,1,0,0,0,0
"1114",1114,"5","1to5",1,0,0,0,0,0
"1115",1115,"6","5to10",0,1,0,0,0,0
"1116",1116,"NA","NA",0,0,0,0,0,1
"1117",1117,"4","1to5",1,0,0,0,0,0
"1118",1118,"7","5to10",0,1,0,0,0,0
"1119",1119,"1","1to5",1,0,0,0,0,0
"1120",1120,"2","1to5",1,0,0,0,0,0
"1121",1121,"8","5to10",0,1,0,0,0,0
"1122",1122,"4","1to5",1,0,0,0,0,0
"1123",1123,"2","1to5",1,0,0,0,0,0
"1124",1124,"13","10to15",0,0,1,0,0,0
"1125",1125,"1","1to5",1,0,0,0,0,0
"1126",1126,"NA","NA",0,0,0,0,0,1
"1127",1127,"1","1to5",1,0,0,0,0,0
"1128",1128,"NA","NA",0,0,0,0,0,1
"1129",1129,"NA","NA",0,0,0,0,0,1
"1130",1130,"2","1to5",1,0,0,0,0,0
"1131",1131,"2","1to5",1,0,0,0,0,0
"1132",1132,"NA","NA",0,0,0,0,0,1
"1133",1133,"NA","NA",0,0,0,0,0,1
"1134",1134,"7","5to10",0,1,0,0,0,0
"1135",1135,"6","5to10",0,1,0,0,0,0
"1136",1136,"8","5to10",0,1,0,0,0,0
"1137",1137,"5","1to5",1,0,0,0,0,0
"1138",1138,"1","1to5",1,0,0,0,0,0
"1139",1139,"4","1to5",1,0,0,0,0,0
"1140",1140,"NA","NA",0,0,0,0,0,1
"1141",1141,"2","1to5",1,0,0,0,0,0
"1142",1142,"1","1to5",1,0,0,0,0,0
"1143",1143,"2","1to5",1,0,0,0,0,0
"1144",1144,"1","1to5",1,0,0,0,0,0
"1145",1145,"9","5to10",0,1,0,0,0,0
"1146",1146,"4","1to5",1,0,0,0,0,0
"1147",1147,"1","1to5",1,0,0,0,0,0
"1148",1148,"6","5to10",0,1,0,0,0,0
"1149",1149,"1","1to5",1,0,0,0,0,0
"1150",1150,"3","1to5",1,0,0,0,0,0
"1151",1151,"5","1to5",1,0,0,0,0,0
"1152",1152,"NA","NA",0,0,0,0,0,1
"1153",1153,"6","5to10",0,1,0,0,0,0
"1154",1154,"5","1to5",1,0,0,0,0,0
"1155",1155,"3","1to5",1,0,0,0,0,0
"1156",1156,"NA","NA",0,0,0,0,0,1
"1157",1157,"NA","NA",0,0,0,0,0,1
"1158",1158,"4","1to5",1,0,0,0,0,0
"1159",1159,"NA","NA",0,0,0,0,0,1
"1160",1160,"9","5to10",0,1,0,0,0,0
"1161",1161,"3","1to5",1,0,0,0,0,0
"1162",1162,"1","1to5",1,0,0,0,0,0
"1163",1163,"1","1to5",1,0,0,0,0,0
"1164",1164,"14","10to15",0,0,1,0,0,0
"1165",1165,"NA","NA",0,0,0,0,0,1
"1166",1166,"NA","NA",0,0,0,0,0,1
"1167",1167,"8","5to10",0,1,0,0,0,0
"1168",1168,"NA","NA",0,0,0,0,0,1
"1169",1169,"3","1to5",1,0,0,0,0,0
"1170",1170,"NA","NA",0,0,0,0,0,1
"1171",1171,"5","1to5",1,0,0,0,0,0
"1172",1172,"2","1to5",1,0,0,0,0,0
"1173",1173,"2","1to5",1,0,0,0,0,0
"1174",1174,"2","1to5",1,0,0,0,0,0
"1175",1175,"5","1to5",1,0,0,0,0,0
"1176",1176,"5","1to5",1,0,0,0,0,0
"1177",1177,"4","1to5",1,0,0,0,0,0
"1178",1178,"4","1to5",1,0,0,0,0,0
"1179",1179,"2","1to5",1,0,0,0,0,0
"1180",1180,"2","1to5",1,0,0,0,0,0
"1181",1181,"NA","NA",0,0,0,0,0,1
"1182",1182,"NA","NA",0,0,0,0,0,1
"1183",1183,"9","5to10",0,1,0,0,0,0
"1184",1184,"NA","NA",0,0,0,0,0,1
"1185",1185,"NA","NA",0,0,0,0,0,1
"1186",1186,"NA","NA",0,0,0,0,0,1
"1187",1187,"3","1to5",1,0,0,0,0,0
"1188",1188,"5","1to5",1,0,0,0,0,0
"1189",1189,"3","1to5",1,0,0,0,0,0
"1190",1190,"1","1to5",1,0,0,0,0,0
"1191",1191,"5","1to5",1,0,0,0,0,0
"1192",1192,"15","10to15",0,0,1,0,0,0
"1193",1193,"NA","NA",0,0,0,0,0,1
"1194",1194,"1","1to5",1,0,0,0,0,0
"1195",1195,"9","5to10",0,1,0,0,0,0
"1196",1196,"1","1to5",1,0,0,0,0,0
"1197",1197,"NA","NA",0,0,0,0,0,1
"1198",1198,"13","10to15",0,0,1,0,0,0
"1199",1199,"9","5to10",0,1,0,0,0,0
"1200",1200,"NA","NA",0,0,0,0,0,1
"1201",1201,"2","1to5",1,0,0,0,0,0
"1202",1202,"NA","NA",0,0,0,0,0,1
"1203",1203,"2","1to5",1,0,0,0,0,0
"1204",1204,"2","1to5",1,0,0,0,0,0
"1205",1205,"2","1to5",1,0,0,0,0,0
"1206",1206,"4","1to5",1,0,0,0,0,0
"1207",1207,"1","1to5",1,0,0,0,0,0
"1208",1208,"1","1to5",1,0,0,0,0,0
"1209",1209,"3","1to5",1,0,0,0,0,0
"1210",1210,"NA","NA",0,0,0,0,0,1
"1211",1211,"2","1to5",1,0,0,0,0,0
"1212",1212,"2","1to5",1,0,0,0,0,0
"1213",1213,"1","1to5",1,0,0,0,0,0
"1214",1214,"3","1to5",1,0,0,0,0,0
"1215",1215,"7","5to10",0,1,0,0,0,0
"1216",1216,"NA","NA",0,0,0,0,0,1
"1217",1217,"2","1to5",1,0,0,0,0,0
"1218",1218,"20","15to20",0,0,0,1,0,0
"1219",1219,"10","5to10",0,1,0,0,0,0
"1220",1220,"6","5to10",0,1,0,0,0,0
"1221",1221,"10","5to10",0,1,0,0,0,0
"1222",1222,"NA","NA",0,0,0,0,0,1
"1223",1223,"1","1to5",1,0,0,0,0,0
"1224",1224,"9","5to10",0,1,0,0,0,0
"1225",1225,"16","15to20",0,0,0,1,0,0
"1226",1226,"1","1to5",1,0,0,0,0,0
"1227",1227,"6","5to10",0,1,0,0,0,0
"1228",1228,"8","5to10",0,1,0,0,0,0
"1229",1229,"4","1to5",1,0,0,0,0,0
"1230",1230,"NA","NA",0,0,0,0,0,1
"1231",1231,"9","5to10",0,1,0,0,0,0
"1232",1232,"24","20+",0,0,0,0,1,0
"1233",1233,"2","1to5",1,0,0,0,0,0
"1234",1234,"NA","NA",0,0,0,0,0,1
"1235",1235,"NA","NA",0,0,0,0,0,1
"1236",1236,"5","1to5",1,0,0,0,0,0
"1237",1237,"1","1to5",1,0,0,0,0,0
"1238",1238,"NA","NA",0,0,0,0,0,1
"1239",1239,"5","1to5",1,0,0,0,0,0
"1240",1240,"14","10to15",0,0,1,0,0,0
"1241",1241,"3","1to5",1,0,0,0,0,0
"1242",1242,"7","5to10",0,1,0,0,0,0
"1243",1243,"NA","NA",0,0,0,0,0,1
"1244",1244,"4","1to5",1,0,0,0,0,0
"1245",1245,"7","5to10",0,1,0,0,0,0
"1246",1246,"NA","NA",0,0,0,0,0,1
"1247",1247,"NA","NA",0,0,0,0,0,1
"1248",1248,"3","1to5",1,0,0,0,0,0
"1249",1249,"NA","NA",0,0,0,0,0,1
"1250",1250,"6","5to10",0,1,0,0,0,0
"1251",1251,"2","1to5",1,0,0,0,0,0
"1252",1252,"NA","NA",0,0,0,0,0,1
"1253",1253,"2","1to5",1,0,0,0,0,0
"1254",1254,"1","1to5",1,0,0,0,0,0
"1255",1255,"1","1to5",1,0,0,0,0,0
"1256",1256,"NA","NA",0,0,0,0,0,1
"1257",1257,"NA","NA",0,0,0,0,0,1
"1258",1258,"NA","NA",0,0,0,0,0,1
"1259",1259,"3","1to5",1,0,0,0,0,0
"1260",1260,"NA","NA",0,0,0,0,0,1
"1261",1261,"32","20+",0,0,0,0,1,0
"1262",1262,"6","5to10",0,1,0,0,0,0
"1263",1263,"NA","NA",0,0,0,0,0,1
"1264",1264,"NA","NA",0,0,0,0,0,1
"1265",1265,"1","1to5",1,0,0,0,0,0
"1266",1266,"5","1to5",1,0,0,0,0,0
"1267",1267,"13","10to15",0,0,1,0,0,0
"1268",1268,"1","1to5",1,0,0,0,0,0
"1269",1269,"1","1to5",1,0,0,0,0,0
"1270",1270,"NA","NA",0,0,0,0,0,1
"1271",1271,"12","10to15",0,0,1,0,0,0
"1272",1272,"NA","NA",0,0,0,0,0,1
"1273",1273,"3","1to5",1,0,0,0,0,0
"1274",1274,"4","1to5",1,0,0,0,0,0
"1275",1275,"5","1to5",1,0,0,0,0,0
"1276",1276,"7","5to10",0,1,0,0,0,0
"1277",1277,"3","1to5",1,0,0,0,0,0
"1278",1278,"14","10to15",0,0,1,0,0,0
"1279",1279,"1","1to5",1,0,0,0,0,0
"1280",1280,"2","1to5",1,0,0,0,0,0
"1281",1281,"4","1to5",1,0,0,0,0,0
"1282",1282,"1","1to5",1,0,0,0,0,0
"1283",1283,"8","5to10",0,1,0,0,0,0
"1284",1284,"4","1to5",1,0,0,0,0,0
"1285",1285,"NA","NA",0,0,0,0,0,1
"1286",1286,"3","1to5",1,0,0,0,0,0
"1287",1287,"1","1to5",1,0,0,0,0,0
"1288",1288,"3","1to5",1,0,0,0,0,0
"1289",1289,"4","1to5",1,0,0,0,0,0
"1290",1290,"13","10to15",0,0,1,0,0,0
"1291",1291,"1","1to5",1,0,0,0,0,0
"1292",1292,"NA","NA",0,0,0,0,0,1
"1293",1293,"2","1to5",1,0,0,0,0,0
"1294",1294,"11","10to15",0,0,1,0,0,0
"1295",1295,"1","1to5",1,0,0,0,0,0
"1296",1296,"1","1to5",1,0,0,0,0,0
"1297",1297,"8","5to10",0,1,0,0,0,0
"1298",1298,"NA","NA",0,0,0,0,0,1
"1299",1299,"NA","NA",0,0,0,0,0,1
"1300",1300,"NA","NA",0,0,0,0,0,1
"1301",1301,"NA","NA",0,0,0,0,0,1
"1302",1302,"2","1to5",1,0,0,0,0,0
"1303",1303,"5","1to5",1,0,0,0,0,0
"1304",1304,"NA","NA",0,0,0,0,0,1
"1305",1305,"16","15to20",0,0,0,1,0,0
"1306",1306,"3","1to5",1,0,0,0,0,0
"1307",1307,"21","20+",0,0,0,0,1,0
"1308",1308,"1","1to5",1,0,0,0,0,0
"1309",1309,"NA","NA",0,0,0,0,0,1
"1310",1310,"NA","NA",0,0,0,0,0,1
"1311",1311,"1","1to5",1,0,0,0,0,0
"1312",1312,"5","1to5",1,0,0,0,0,0
"1313",1313,"3","1to5",1,0,0,0,0,0
"1314",1314,"NA","NA",0,0,0,0,0,1
"1315",1315,"1","1to5",1,0,0,0,0,0
"1316",1316,"NA","NA",0,0,0,0,0,1
"1317",1317,"NA","NA",0,0,0,0,0,1
"1318",1318,"13","10to15",0,0,1,0,0,0
"1319",1319,"3","1to5",1,0,0,0,0,0
"1320",1320,"1","1to5",1,0,0,0,0,0
"1321",1321,"NA","NA",0,0,0,0,0,1
"1322",1322,"1","1to5",1,0,0,0,0,0
"1323",1323,"4","1to5",1,0,0,0,0,0
"1324",1324,"NA","NA",0,0,0,0,0,1
"1325",1325,"3","1to5",1,0,0,0,0,0
"1326",1326,"2","1to5",1,0,0,0,0,0
"1327",1327,"3","1to5",1,0,0,0,0,0
"1328",1328,"2","1to5",1,0,0,0,0,0
"1329",1329,"NA","NA",0,0,0,0,0,1
"1330",1330,"1","1to5",1,0,0,0,0,0
"1331",1331,"1","1to5",1,0,0,0,0,0
"1332",1332,"1","1to5",1,0,0,0,0,0
"1333",1333,"NA","NA",0,0,0,0,0,1
"1334",1334,"8","5to10",0,1,0,0,0,0
"1335",1335,"9","5to10",0,1,0,0,0,0
"1336",1336,"NA","NA",0,0,0,0,0,1
"1337",1337,"NA","NA",0,0,0,0,0,1
"1338",1338,"3","1to5",1,0,0,0,0,0
"1339",1339,"2","1to5",1,0,0,0,0,0
"1340",1340,"NA","NA",0,0,0,0,0,1
"1341",1341,"2","1to5",1,0,0,0,0,0
"1342",1342,"4","1to5",1,0,0,0,0,0
"1343",1343,"1","1to5",1,0,0,0,0,0
"1344",1344,"1","1to5",1,0,0,0,0,0
"1345",1345,"2","1to5",1,0,0,0,0,0
"1346",1346,"5","1to5",1,0,0,0,0,0
"1347",1347,"NA","NA",0,0,0,0,0,1
"1348",1348,"1","1to5",1,0,0,0,0,0
"1349",1349,"1","1to5",1,0,0,0,0,0
"1350",1350,"1","1to5",1,0,0,0,0,0
"1351",1351,"3","1to5",1,0,0,0,0,0
"1352",1352,"1","1to5",1,0,0,0,0,0
"1353",1353,"1","1to5",1,0,0,0,0,0
"1354",1354,"NA","NA",0,0,0,0,0,1
"1355",1355,"13","10to15",0,0,1,0,0,0
"1356",1356,"1","1to5",1,0,0,0,0,0
"1357",1357,"2","1to5",1,0,0,0,0,0
"1358",1358,"1","1to5",1,0,0,0,0,0
"1359",1359,"7","5to10",0,1,0,0,0,0
"1360",1360,"2","1to5",1,0,0,0,0,0
"1361",1361,"4","1to5",1,0,0,0,0,0
"1362",1362,"NA","NA",0,0,0,0,0,1
"1363",1363,"1","1to5",1,0,0,0,0,0
"1364",1364,"NA","NA",0,0,0,0,0,1
"1365",1365,"NA","NA",0,0,0,0,0,1
"1366",1366,"1","1to5",1,0,0,0,0,0
"1367",1367,"2","1to5",1,0,0,0,0,0
"1368",1368,"5","1to5",1,0,0,0,0,0
"1369",1369,"1","1to5",1,0,0,0,0,0
"1370",1370,"1","1to5",1,0,0,0,0,0
"1371",1371,"2","1to5",1,0,0,0,0,0
"1372",1372,"2","1to5",1,0,0,0,0,0
"1373",1373,"4","1to5",1,0,0,0,0,0
"1374",1374,"NA","NA",0,0,0,0,0,1
"1375",1375,"5","1to5",1,0,0,0,0,0
"1376",1376,"25","20+",0,0,0,0,1,0
"1377",1377,"3","1to5",1,0,0,0,0,0
"1378",1378,"7","5to10",0,1,0,0,0,0
"1379",1379,"NA","NA",0,0,0,0,0,1
"1380",1380,"4","1to5",1,0,0,0,0,0
"1381",1381,"NA","NA",0,0,0,0,0,1
"1382",1382,"NA","NA",0,0,0,0,0,1
"1383",1383,"NA","NA",0,0,0,0,0,1
"1384",1384,"NA","NA",0,0,0,0,0,1
"1385",1385,"NA","NA",0,0,0,0,0,1
"1386",1386,"2","1to5",1,0,0,0,0,0
"1387",1387,"NA","NA",0,0,0,0,0,1
"1388",1388,"6","5to10",0,1,0,0,0,0
"1389",1389,"NA","NA",0,0,0,0,0,1
"1390",1390,"4","1to5",1,0,0,0,0,0
"1391",1391,"6","5to10",0,1,0,0,0,0
