"","Y","id","Number_of_Funding_Rounds"
"1449",0,1449,2
"1450",0,1450,1
"1451",0,1451,0
"1452",0,1452,2
"1453",0,1453,0
"1454",0,1454,5
"1455",0,1455,1
"1456",0,1456,2
"1457",0,1457,2
"1458",0,1458,4
"1459",0,1459,1
"1460",0,1460,8
"1461",0,1461,1
"1462",0,1462,3
"1463",0,1463,4
"1464",0,1464,1
"1465",0,1465,1
"1466",0,1466,1
"1467",0,1467,1
"1468",0,1468,3
"1469",0,1469,1
"1470",0,1470,1
"1471",0,1471,1
"1472",0,1472,2
"1473",0,1473,3
"1474",0,1474,2
"1475",0,1475,2
"1476",0,1476,1
"1477",0,1477,4
"1478",0,1478,0
"1479",0,1479,4
"1480",0,1480,1
"1481",0,1481,2
"1482",0,1482,1
"1483",0,1483,1
"1484",0,1484,0
"1485",0,1485,3
"1486",0,1486,3
"1487",0,1487,2
"1488",0,1488,2
"1489",0,1489,1
"1490",0,1490,2
"1491",0,1491,1
"1492",0,1492,1
"1493",0,1493,2
"1494",0,1494,4
"1495",0,1495,2
"1496",0,1496,2
"1497",0,1497,2
"1498",0,1498,1
"1499",0,1499,4
"1500",0,1500,2
"1501",0,1501,2
"1502",0,1502,5
"1503",0,1503,2
"1504",0,1504,1
"1505",0,1505,2
"1506",0,1506,1
"1507",0,1507,1
"1508",0,1508,1
"1509",0,1509,1
"1510",0,1510,1
"1511",0,1511,5
"1512",0,1512,1
"1513",0,1513,4
"1514",0,1514,3
"1515",0,1515,3
"1516",0,1516,1
"1517",0,1517,1
"1518",0,1518,1
"1519",0,1519,1
"1520",0,1520,4
"1521",0,1521,3
"1522",0,1522,1
"1523",0,1523,3
"1524",0,1524,0
"1525",0,1525,4
"1526",0,1526,2
"1527",0,1527,2
"1528",0,1528,4
"1529",0,1529,1
"1530",0,1530,1
"1531",0,1531,0
"1532",0,1532,1
"1533",0,1533,0
"1534",0,1534,1
"1535",0,1535,1
"1536",0,1536,2
"1537",0,1537,2
"1538",0,1538,2
"1539",0,1539,1
"1540",0,1540,1
"1541",0,1541,2
"1542",0,1542,2
"1543",0,1543,1
"1544",0,1544,1
"1545",0,1545,5
"1546",0,1546,6
"1547",0,1547,0
"1548",0,1548,1
"1549",0,1549,2
"1550",0,1550,0
"1551",0,1551,3
"1552",0,1552,1
"1553",0,1553,1
"1554",0,1554,5
"1555",0,1555,2
"1556",0,1556,2
"1557",0,1557,1
"1558",0,1558,10
"1559",0,1559,2
"1560",0,1560,5
"1561",0,1561,3
"1562",0,1562,1
"1563",0,1563,1
"1564",0,1564,1
"1565",0,1565,1
"1566",0,1566,1
"1567",0,1567,3
"1568",0,1568,3
"1569",0,1569,1
"1570",0,1570,1
"1571",0,1571,2
"1572",0,1572,2
"1573",0,1573,1
"1574",0,1574,3
"1575",0,1575,3
"1576",0,1576,1
"1577",0,1577,1
"1578",0,1578,1
"1579",0,1579,5
"1580",0,1580,1
"1581",0,1581,2
"1582",0,1582,1
"1583",0,1583,1
"1584",0,1584,6
"1585",0,1585,1
"1586",0,1586,2
"1587",0,1587,2
"1588",0,1588,1
"1589",0,1589,1
"1590",0,1590,0
"1591",0,1591,3
"1592",0,1592,1
"1593",0,1593,3
"1594",0,1594,10
"1595",0,1595,1
"1596",0,1596,3
"1597",0,1597,1
"1598",0,1598,1
"1599",0,1599,2
"1600",0,1600,0
"1601",0,1601,2
"1602",0,1602,1
"1603",0,1603,1
"1604",0,1604,1
"1605",0,1605,2
"1606",0,1606,1
"1607",0,1607,1
"1608",0,1608,2
"1609",0,1609,3
"1610",0,1610,10
"1611",0,1611,1
"1612",0,1612,1
"1613",0,1613,3
"1614",0,1614,1
"1615",0,1615,0
"1616",0,1616,1
"1617",0,1617,5
"1618",0,1618,1
"1619",0,1619,2
"1620",0,1620,1
"1621",0,1621,2
"1622",0,1622,1
"1623",0,1623,2
"1624",0,1624,3
"1625",0,1625,1
"1626",0,1626,0
"1627",0,1627,4
"1628",0,1628,4
"1629",0,1629,4
"1630",0,1630,1
"1631",0,1631,0
"1632",0,1632,0
"1633",0,1633,2
"1634",0,1634,5
"1635",0,1635,1
"1636",0,1636,3
"1637",0,1637,4
"1638",0,1638,1
"1639",0,1639,1
"1640",0,1640,1
"1641",0,1641,2
"1642",0,1642,1
"1643",0,1643,4
"1644",0,1644,2
"1645",0,1645,3
"1646",0,1646,4
"1647",0,1647,2
"1648",0,1648,1
"1649",0,1649,2
"1650",0,1650,6
"1651",0,1651,3
"1652",0,1652,3
"1653",0,1653,2
"1654",0,1654,1
"1655",0,1655,2
"1656",0,1656,4
"1657",0,1657,1
"1658",0,1658,3
"1659",0,1659,3
"1660",0,1660,1
"1661",0,1661,1
"1662",0,1662,9
"1663",0,1663,0
"1664",0,1664,2
"1665",0,1665,1
"1666",0,1666,3
"1667",0,1667,0
"1668",0,1668,1
"1669",0,1669,1
"1670",0,1670,2
"1671",0,1671,3
"1672",0,1672,1
"1673",0,1673,4
"1674",0,1674,2
"1675",0,1675,3
"1676",0,1676,7
"1677",0,1677,4
"1678",0,1678,1
"1679",0,1679,1
"1680",0,1680,2
"1681",0,1681,2
"1682",0,1682,1
"1683",0,1683,2
"1684",0,1684,5
"1685",0,1685,3
"1686",0,1686,5
"1687",0,1687,1
"1688",0,1688,1
"1689",0,1689,1
"1690",0,1690,2
"1691",0,1691,1
"1692",0,1692,2
"1693",0,1693,1
"1694",0,1694,1
"1695",0,1695,3
"1696",0,1696,1
"1697",0,1697,3
"1698",0,1698,3
"1699",0,1699,1
"1700",0,1700,2
"1701",0,1701,3
"1702",0,1702,1
"1703",0,1703,8
"1704",0,1704,3
"1705",0,1705,1
"1706",0,1706,2
"1707",0,1707,1
"1708",0,1708,2
"1709",0,1709,1
"1710",0,1710,1
"1711",0,1711,1
"1712",0,1712,1
"1713",0,1713,0
"1714",0,1714,2
"1715",0,1715,2
"1716",0,1716,3
"1717",0,1717,1
"1718",0,1718,3
"1719",0,1719,2
"1720",0,1720,5
"1721",0,1721,4
"1722",0,1722,1
"1723",0,1723,1
"1724",0,1724,1
"1725",0,1725,3
"1726",0,1726,2
"1727",0,1727,1
"1728",0,1728,1
"1729",0,1729,1
"1730",0,1730,3
"1731",0,1731,1
"1732",0,1732,1
"1733",0,1733,1
"1734",0,1734,2
"1735",0,1735,2
"1736",0,1736,3
"1737",0,1737,1
"1738",0,1738,3
"1739",0,1739,1
"1740",0,1740,1
"1741",0,1741,3
"1742",0,1742,1
"1743",0,1743,6
"1744",0,1744,1
"1745",0,1745,1
"1746",0,1746,0
"1747",0,1747,3
"1748",0,1748,4
"1749",0,1749,1
"1750",0,1750,6
"1751",0,1751,1
"1752",0,1752,1
"1753",0,1753,1
"1754",0,1754,2
"1755",0,1755,5
"1756",0,1756,1
"1757",0,1757,1
"1758",0,1758,1
"1759",0,1759,1
"1760",0,1760,2
"1761",0,1761,1
"1762",0,1762,1
"1763",0,1763,2
"1764",0,1764,1
"1765",0,1765,1
"1766",0,1766,1
"1767",0,1767,1
"1768",0,1768,1
"1769",0,1769,1
"1770",0,1770,2
"1771",0,1771,1
"1772",0,1772,3
"1773",0,1773,4
"1774",0,1774,1
"1775",0,1775,4
"1776",0,1776,2
"1777",0,1777,1
"1778",0,1778,2
"1779",0,1779,4
"1780",0,1780,2
"1781",0,1781,2
"1782",0,1782,1
"1783",0,1783,1
"1784",0,1784,0
"1785",0,1785,1
"1786",0,1786,4
"1787",0,1787,4
"1788",0,1788,1
"1789",0,1789,2
"1790",0,1790,1
"1791",0,1791,1
"1792",0,1792,1
"1793",0,1793,1
"1794",0,1794,1
"1795",0,1795,1
"1796",0,1796,2
"1797",0,1797,2
"1798",0,1798,2
"1799",0,1799,1
"1800",0,1800,1
"1801",0,1801,3
"1802",0,1802,2
"1803",0,1803,1
"1804",0,1804,3
"1805",0,1805,3
"1806",0,1806,1
"1807",0,1807,2
"1808",0,1808,3
"1809",0,1809,1
"1810",0,1810,1
"1811",0,1811,2
"1812",0,1812,2
"1813",0,1813,1
"1814",0,1814,2
"1815",0,1815,1
"1816",0,1816,3
"1817",0,1817,2
"1818",0,1818,1
"1819",0,1819,1
"1820",0,1820,2
"1821",0,1821,3
"1822",0,1822,2
"1823",0,1823,3
"1824",0,1824,1
"1825",0,1825,1
"1826",0,1826,1
"1827",0,1827,3
"1828",0,1828,4
"1829",0,1829,1
"1830",0,1830,4
"1831",0,1831,2
"1832",0,1832,3
"1833",0,1833,4
"1834",0,1834,2
"1835",0,1835,1
"1836",0,1836,1
"1837",0,1837,2
"1838",0,1838,1
"1839",0,1839,1
"1840",0,1840,2
"1841",0,1841,2
"1842",0,1842,4
"1843",0,1843,0
"1844",0,1844,0
"1845",0,1845,1
"1846",0,1846,3
"1847",0,1847,1
"1848",0,1848,5
"1849",0,1849,1
"1850",0,1850,0
"1851",0,1851,3
"1852",0,1852,3
"1853",0,1853,1
"1854",0,1854,1
"1855",0,1855,2
"1856",0,1856,1
"1857",0,1857,1
"1858",0,1858,2
"1859",0,1859,1
"1860",0,1860,1
"1861",0,1861,1
"1862",0,1862,2
"1863",0,1863,3
"1864",0,1864,1
"1865",0,1865,1
"1866",0,1866,1
"1867",0,1867,2
"1868",0,1868,1
"1869",0,1869,1
"1870",0,1870,1
"1871",0,1871,1
"1872",0,1872,2
"1873",0,1873,4
"1874",0,1874,1
"1875",0,1875,2
"1876",0,1876,1
"1877",0,1877,0
"1878",0,1878,1
"1879",0,1879,2
"1880",0,1880,3
"1881",0,1881,0
"1882",0,1882,2
"1883",0,1883,6
"1884",0,1884,1
"1885",0,1885,1
"1886",0,1886,1
"1887",0,1887,0
"1888",0,1888,0
"1889",0,1889,1
"1890",0,1890,1
"1891",0,1891,1
"1892",0,1892,1
"1893",0,1893,2
"1894",0,1894,2
"1895",0,1895,5
"1896",0,1896,1
"1897",0,1897,2
"1898",0,1898,1
"1899",0,1899,1
"1900",0,1900,14
"1901",0,1901,2
"1902",0,1902,1
"1903",0,1903,2
"1904",0,1904,2
"1905",0,1905,3
"1906",0,1906,3
"1907",0,1907,1
"1908",0,1908,1
"1909",0,1909,2
"1910",0,1910,3
"1911",0,1911,1
"1912",0,1912,2
"1913",0,1913,2
"1914",0,1914,1
"1915",0,1915,2
"1916",0,1916,3
"1917",0,1917,2
"1918",0,1918,4
"1919",0,1919,1
"1920",0,1920,3
"1921",0,1921,2
"1922",0,1922,1
"1923",0,1923,2
"1924",0,1924,1
"1925",0,1925,1
"1926",0,1926,1
"1927",0,1927,1
"1928",0,1928,1
"1929",0,1929,1
"1930",0,1930,1
"1931",0,1931,1
"1932",0,1932,3
"1933",0,1933,1
"1934",0,1934,5
"1935",0,1935,1
"1936",0,1936,0
"1937",0,1937,1
"1938",0,1938,1
"1939",0,1939,3
"1940",0,1940,1
"1941",0,1941,1
"1942",0,1942,2
"1943",0,1943,1
"1944",0,1944,0
"1945",0,1945,1
"1946",0,1946,4
"1947",0,1947,1
"1948",0,1948,2
"1949",0,1949,1
"1950",0,1950,1
"1951",0,1951,3
"1952",0,1952,1
"1953",0,1953,1
"1954",0,1954,1
"1955",0,1955,2
"1956",0,1956,1
"1957",0,1957,1
"1958",0,1958,4
"1959",0,1959,1
"1960",0,1960,3
"1961",0,1961,3
"1962",0,1962,1
"1963",0,1963,2
"1964",0,1964,1
"1965",0,1965,1
"1966",0,1966,1
"1967",0,1967,2
"1968",0,1968,1
"1969",0,1969,3
"1970",0,1970,1
"1971",0,1971,1
"1972",0,1972,4
"1973",0,1973,0
"1974",0,1974,1
"1975",0,1975,1
"1976",0,1976,1
"1977",0,1977,2
"1978",0,1978,1
"1979",0,1979,1
"1980",0,1980,6
"1981",0,1981,0
"1982",0,1982,2
"1983",0,1983,2
"1984",0,1984,1
"1985",0,1985,1
"1986",0,1986,1
"1987",0,1987,1
"1988",0,1988,1
"1989",0,1989,0
"1990",0,1990,10
"1991",0,1991,1
"1992",0,1992,1
"1993",0,1993,2
"1994",0,1994,2
"1995",0,1995,0
"1996",0,1996,1
"1997",0,1997,2
"1998",0,1998,1
"1999",0,1999,2
"2000",0,2000,1
