Y,id,Organization.Name,ind_f_AdministrativeServices,ind_f_Advertising,ind_f_AgricultureandFarming,ind_f_Apps,ind_f_ArtificialIntelligence,ind_f_Biotechnology,ind_f_ClothingandApparel,ind_f_CommerceandShopping,ind_f_CommunityandLifestyle,ind_f_ConsumerElectronics,ind_f_ConsumerGoods,ind_f_ContentandPublishing,ind_f_DataandAnalytics,ind_f_Design,ind_f_Education,ind_f_Energy,ind_f_Events,ind_f_FinancialServices,ind_f_FoodandBeverage,ind_f_Gaming,ind_f_GovernmentandMilitary,ind_f_Hardware,ind_f_HealthCare,ind_f_InformationTechnology,ind_f_InternetServices,ind_f_Manufacturing,ind_f_MediaandEntertainment,ind_f_Mobile,ind_f_NA,ind_f_NaturalResources,ind_f_NavigationandMapping,ind_f_ProfessionalServices,ind_f_RealEstate,ind_f_SalesandMarketing,ind_f_ScienceandEngineering,ind_f_Software,ind_f_Sports,ind_f_Sustainability,ind_f_Transportation,ind_f_TravelandTourism,Latitude..generated.,Longitude..generated.,rev_.100Mto.500M,rev_.10B.,rev_.10Mto.50M,rev_.1Bto.10B,rev_.1Mto.10M,rev_.500Mto.1B,rev_.50Mto.100M,rev_Lessthan.1M,rev_NA,Days_Founded,nof_1,nof_2,nof_3,nof_4,nof_5,nof_6,nof_7,nof_8,nof_9,nof_NA,noe,noe_1.10,noe_10001.,noe_1001.5000,noe_101.250,noe_11.50,noe_251.500,noe_5001.10000,noe_501.1000,noe_51.100,noe_NA,Number_of_Funding_Rounds,category_.500Mto.1B,category_.100Mto.500M,category_.10Mto.50M,category_.1Bto.10B,category_.50Mto.100M,category_.1Mto.10M,category_Lessthan.1M,category_NA,category_1to5,category_5to10,category_10to15,category_15to20,category_20.,category_NA.1,IPO_Status_Delisted,IPO_Status_Private,IPO_Status_Public,Acquisition_Status_MadeAcquisitions,Acquisition_Status_WasAcquired,Acquisition_Status_NAs,Lead_Investors_1,Lead_Investors_2,Lead_Investors_3,Lead_Investors_4,Lead_Investors_5,Lead_Investors_6,Lead_Investors_7,Lead_Investors_8,Lead_Investors_9,Lead_Investors_NA,Funding_Status_Early.Stage.Venture,Funding_Status_IPO,Funding_Status_Late.Stage.Venture,Funding_Status_M.A,Funding_Status_Private.Equity,Funding_Status_Seed,Days_after_Last_Funding,Last_Funding_Amount,Last_Funding_Type_Angel,Last_Funding_Type_Convertible.Note,Last_Funding_Type_Corporate.Round,Last_Funding_Type_Debt.Financing,Last_Funding_Type_Equity.Crowdfunding,Last_Funding_Type_Grant,Last_Funding_Type_Initial.Coin.Offering,Last_Funding_Type_Non.equity.Assistance,Last_Funding_Type_Post.IPO.Debt,Last_Funding_Type_Post.IPO.Equity,Last_Funding_Type_Pre.Seed,Last_Funding_Type_Private.Equity,Last_Funding_Type_Product.Crowdfunding,Last_Funding_Type_Secondary.Market,Last_Funding_Type_Seed,Last_Funding_Type_Series.A,Last_Funding_Type_Series.B,Last_Funding_Type_Series.C,Last_Funding_Type_Series.D,Last_Funding_Type_Series.E,Last_Funding_Type_Series.F,Last_Funding_Type_Series.H,Last_Funding_Type_Undisclosed,Last_Funding_Type_Venture...Series.Unknown,Patents_0to10,Patents_10to100,Patents_100.,Patents_NA,Trademarks_0to10,Trademarks_10to100,Trademarks_100.,Trademarks_NA
1,267,Two Bit Circus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0544,-118.2439,0,0,0,0,0,0,0,1,0,3024,0,1,0,0,0,0,0,0,0,0,Nov-50,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1179,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,268,Ellie,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0196,-118.487,0,0,0,0,1,0,0,0,0,2627,0,0,0,0,0,0,0,0,0,1,Nov-50,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2627,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,269,Tapcart,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0196,-118.487,0,0,0,0,1,0,0,0,0,1197,0,1,0,0,0,0,0,0,0,0,Nov-50,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,265,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,270,NexTravel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0196,-118.487,0,0,0,0,1,0,0,0,0,1928,1,0,0,0,0,0,0,0,0,0,Nov-50,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,75,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,271,VoxelCloud,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0544,-118.2439,0,0,0,0,1,0,0,0,0,1563,0,0,1,0,0,0,0,0,0,0,Nov-50,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,481,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,272,MarketShare,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0544,-118.2439,0,0,0,0,0,0,0,1,0,5580,0,1,0,0,0,0,0,0,0,0,501-1000,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1941,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1,273,Earny,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0196,-118.487,0,0,0,0,0,0,0,1,0,1716,0,0,1,0,0,0,0,0,0,0,Nov-50,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,859,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,274,Centerfield,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.9728,-118.4276,1,0,0,0,0,0,0,0,0,3389,0,1,0,0,0,0,0,0,0,0,1001-5000,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1167,156000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1,275,Health-Ade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0544,-118.2439,0,0,1,0,0,0,0,0,0,3024,0,0,1,0,0,0,0,0,0,0,51-100,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,264,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1,276,Veggie Grill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0196,-118.487,0,0,1,0,0,0,0,0,0,5215,0,0,1,0,0,0,0,0,0,0,501-1000,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1264,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,277,uBeam,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0196,-118.487,0,0,0,0,1,0,0,0,0,3024,1,0,0,0,0,0,0,0,0,0,Nov-50,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,879,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,278,XCLAIM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0544,-118.2439,0,0,0,0,1,0,0,0,0,775,1,0,0,0,0,0,0,0,0,0,Nov-50,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,279,Thatgamecompany,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0196,-118.487,0,0,0,0,1,0,0,0,0,2892,0,1,0,0,0,0,0,0,0,0,Nov-50,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2147,7300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,280,Vertebrae,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0196,-118.487,0,0,0,0,0,0,0,1,0,1928,1,0,0,0,0,0,0,0,0,0,Nov-50,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1306,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,281,Zenlayer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0286,-117.8103,0,0,0,0,1,0,0,0,0,2293,1,0,0,0,0,0,0,0,0,0,251-500,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,241,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,282,Curogram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.617,-117.9294,0,0,0,0,1,0,0,0,0,1400,0,1,0,0,0,0,0,0,0,0,10-Jan,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,157,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,283,Crownpeak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34.0544,-118.2439,0,0,1,0,0,0,0,0,0,7023,0,0,0,1,0,0,0,0,0,0,101-250,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1467,50000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,284,ZEFR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.98,-118.46,0,0,1,0,0,0,0,0,0,4485,0,1,0,0,0,0,0,0,0,0,251-500,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1495,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1,285,Ember Technologies,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.1519,-118.8276,0,0,0,0,0,0,1,0,0,3024,1,0,0,0,0,0,0,0,0,0,51-100,0,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,199,24659.63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,286,AutoGravity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6857,-117.826,0,0,0,0,1,0,0,0,0,1636,0,0,0,1,0,0,0,0,0,0,51-100,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,656,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,287,Kernel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0544,-118.2439,0,0,1,0,0,0,0,0,0,1563,1,0,0,0,0,0,0,0,0,0,Nov-50,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1270,1.00E+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,288,Annapurna Pictures,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0544,-118.2439,1,0,0,0,0,0,0,0,0,3298,1,0,0,0,0,0,0,0,0,0,101-250,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,950,350000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,289,EZ Texting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34.0196,-118.487,0,0,1,0,0,0,0,0,0,5215,0,0,0,1,0,0,0,0,0,0,101-250,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,589,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,290,Genies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.995,-118.4669,0,0,0,0,0,0,1,0,0,2568,0,0,1,0,0,0,0,0,0,0,Nov-50,0,0,0,0,1,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,306,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1,291,Papaya Payments,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0544,-118.2439,0,0,0,0,1,0,0,0,0,1455,0,1,0,0,0,0,0,0,0,0,10-Jan,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,760,4226.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1,292,Pixalate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0196,-118.487,0,0,0,0,1,0,0,0,0,2929,0,1,0,0,0,0,0,0,0,0,10-Jan,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1866,24659.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,293,DroneBase,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0196,-118.487,0,0,0,0,1,0,0,0,0,2293,0,1,0,0,0,0,0,0,0,0,Nov-50,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,368,24659.63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,294,Petnet,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0544,-118.2439,0,0,0,0,1,0,0,0,0,2678,0,0,1,0,0,0,0,0,0,0,Nov-50,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,922,3749.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,295,Frequency,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0544,-118.2439,0,0,1,0,0,0,0,0,0,3754,1,0,0,0,0,0,0,0,0,0,Nov-50,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1404,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,296,Smith Micro Software,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5761,-117.7258,0,0,1,0,0,0,0,0,0,13677,1,0,0,0,0,0,0,0,0,0,101-250,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,922,5500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,297,loanDepot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6838,-117.6622,0,0,0,1,0,0,0,0,0,3754,1,0,0,0,0,0,0,0,0,0,10001+,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1334,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,298,Cypress Creek Renewables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0196,-118.487,0,0,1,0,0,0,0,0,0,2293,1,0,0,0,0,0,0,0,0,0,251-500,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,535,1500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,299,Relativity Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0736,-118.4004,0,0,0,1,0,0,0,0,0,5946,0,1,0,0,0,0,0,0,0,0,251-500,0,0,0,0,0,1,0,0,0,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1487,4.00E+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1,300,HONK,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0544,-118.2439,0,0,1,0,0,0,0,0,0,2273,1,0,0,0,0,0,0,0,0,0,101-250,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,656,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,301,Immortals Gaming Club,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0544,-118.2439,0,0,0,0,1,0,0,0,0,1685,0,1,0,0,0,0,0,0,0,0,Nov-50,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,347,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,302,3PL Central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8951,-118.4,0,0,0,0,1,0,0,0,0,5215,1,0,0,0,0,0,0,0,0,0,Nov-50,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1592,17500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,303,Avetta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33.6857,-117.826,0,0,1,0,0,0,0,0,0,6311,0,1,0,0,0,0,0,0,0,0,251-500,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,753,24659.63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,304,Exploding Kittens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0544,-118.2439,0,0,1,0,0,0,0,0,0,1928,0,0,1,0,0,0,0,0,0,0,Nov-50,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,185,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,305,Spireon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6857,-117.826,1,0,0,0,0,0,0,0,0,6311,1,0,0,0,0,0,0,0,0,0,501-1000,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,549,24659.63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
