"","Y","id","noe","noe_1-10","noe_10001+","noe_1001-5000","noe_101-250","noe_11-50","noe_251-500","noe_5001-10000","noe_501-1000","noe_51-100","noe_NA"
"648",0,648,"1-10",1,0,0,0,0,0,0,0,0,0
"649",0,649,"1-10",1,0,0,0,0,0,0,0,0,0
"650",0,650,"11-50",0,0,0,0,1,0,0,0,0,0
"651",0,651,"51-100",0,0,0,0,0,0,0,0,1,0
"652",0,652,"11-50",0,0,0,0,1,0,0,0,0,0
"653",0,653,"11-50",0,0,0,0,1,0,0,0,0,0
"654",0,654,"101-250",0,0,0,1,0,0,0,0,0,0
"655",0,655,"11-50",0,0,0,0,1,0,0,0,0,0
"656",0,656,"51-100",0,0,0,0,0,0,0,0,1,0
"657",0,657,"NA",0,0,0,0,0,0,0,0,0,1
"658",0,658,"1-10",1,0,0,0,0,0,0,0,0,0
"659",0,659,"11-50",0,0,0,0,1,0,0,0,0,0
"660",0,660,"1-10",1,0,0,0,0,0,0,0,0,0
"661",0,661,"1-10",1,0,0,0,0,0,0,0,0,0
"662",0,662,"1-10",1,0,0,0,0,0,0,0,0,0
"663",0,663,"501-1000",0,0,0,0,0,0,0,1,0,0
"664",0,664,"NA",0,0,0,0,0,0,0,0,0,1
"665",0,665,"NA",0,0,0,0,0,0,0,0,0,1
"666",0,666,"11-50",0,0,0,0,1,0,0,0,0,0
"667",0,667,"11-50",0,0,0,0,1,0,0,0,0,0
"668",0,668,"11-50",0,0,0,0,1,0,0,0,0,0
"669",0,669,"101-250",0,0,0,1,0,0,0,0,0,0
"670",0,670,"1-10",1,0,0,0,0,0,0,0,0,0
"671",0,671,"11-50",0,0,0,0,1,0,0,0,0,0
"672",0,672,"51-100",0,0,0,0,0,0,0,0,1,0
"673",0,673,"51-100",0,0,0,0,0,0,0,0,1,0
"674",0,674,"1-10",1,0,0,0,0,0,0,0,0,0
"675",0,675,"101-250",0,0,0,1,0,0,0,0,0,0
"676",0,676,"501-1000",0,0,0,0,0,0,0,1,0,0
"677",0,677,"1-10",1,0,0,0,0,0,0,0,0,0
"678",0,678,"11-50",0,0,0,0,1,0,0,0,0,0
"679",0,679,"11-50",0,0,0,0,1,0,0,0,0,0
"680",0,680,"11-50",0,0,0,0,1,0,0,0,0,0
"681",0,681,"11-50",0,0,0,0,1,0,0,0,0,0
"682",0,682,"51-100",0,0,0,0,0,0,0,0,1,0
"683",0,683,"11-50",0,0,0,0,1,0,0,0,0,0
"684",0,684,"51-100",0,0,0,0,0,0,0,0,1,0
"685",0,685,"1-10",1,0,0,0,0,0,0,0,0,0
"686",0,686,"11-50",0,0,0,0,1,0,0,0,0,0
"687",0,687,"11-50",0,0,0,0,1,0,0,0,0,0
"688",0,688,"1-10",1,0,0,0,0,0,0,0,0,0
"689",0,689,"1-10",1,0,0,0,0,0,0,0,0,0
"690",0,690,"51-100",0,0,0,0,0,0,0,0,1,0
"691",0,691,"11-50",0,0,0,0,1,0,0,0,0,0
"692",0,692,"11-50",0,0,0,0,1,0,0,0,0,0
