"","Y","id","noe","noe_1-10","noe_10001+","noe_1001-5000","noe_101-250","noe_11-50","noe_251-500","noe_5001-10000","noe_501-1000","noe_51-100","noe_NA"
"693",0,693,"11-50",0,0,0,0,1,0,0,0,0,0
"694",0,694,"11-50",0,0,0,0,1,0,0,0,0,0
"695",0,695,"NA",0,0,0,0,0,0,0,0,0,1
"696",0,696,"11-50",0,0,0,0,1,0,0,0,0,0
"697",0,697,"101-250",0,0,0,1,0,0,0,0,0,0
"698",0,698,"101-250",0,0,0,1,0,0,0,0,0,0
"699",0,699,"1-10",1,0,0,0,0,0,0,0,0,0
"700",0,700,"NA",0,0,0,0,0,0,0,0,0,1
"701",0,701,"251-500",0,0,0,0,0,1,0,0,0,0
"702",0,702,"1-10",1,0,0,0,0,0,0,0,0,0
"703",0,703,"NA",0,0,0,0,0,0,0,0,0,1
"704",0,704,"51-100",0,0,0,0,0,0,0,0,1,0
"705",0,705,"11-50",0,0,0,0,1,0,0,0,0,0
"706",0,706,"11-50",0,0,0,0,1,0,0,0,0,0
"707",0,707,"1001-5000",0,0,1,0,0,0,0,0,0,0
"708",0,708,"1-10",1,0,0,0,0,0,0,0,0,0
"709",0,709,"11-50",0,0,0,0,1,0,0,0,0,0
"710",0,710,"NA",0,0,0,0,0,0,0,0,0,1
"711",0,711,"11-50",0,0,0,0,1,0,0,0,0,0
"712",0,712,"11-50",0,0,0,0,1,0,0,0,0,0
"713",0,713,"11-50",0,0,0,0,1,0,0,0,0,0
"714",0,714,"51-100",0,0,0,0,0,0,0,0,1,0
"715",0,715,"11-50",0,0,0,0,1,0,0,0,0,0
"716",0,716,"1-10",1,0,0,0,0,0,0,0,0,0
"717",0,717,"11-50",0,0,0,0,1,0,0,0,0,0
"718",0,718,"1001-5000",0,0,1,0,0,0,0,0,0,0
"719",0,719,"51-100",0,0,0,0,0,0,0,0,1,0
"720",0,720,"51-100",0,0,0,0,0,0,0,0,1,0
"721",0,721,"101-250",0,0,0,1,0,0,0,0,0,0
"722",0,722,"11-50",0,0,0,0,1,0,0,0,0,0
"723",0,723,"11-50",0,0,0,0,1,0,0,0,0,0
"724",0,724,"11-50",0,0,0,0,1,0,0,0,0,0
"725",0,725,"11-50",0,0,0,0,1,0,0,0,0,0
"726",0,726,"11-50",0,0,0,0,1,0,0,0,0,0
"727",0,727,"11-50",0,0,0,0,1,0,0,0,0,0
"728",0,728,"11-50",0,0,0,0,1,0,0,0,0,0
"729",0,729,"11-50",0,0,0,0,1,0,0,0,0,0
"730",0,730,"1-10",1,0,0,0,0,0,0,0,0,0
"731",0,731,"51-100",0,0,0,0,0,0,0,0,1,0
"732",0,732,"NA",0,0,0,0,0,0,0,0,0,1
"733",0,733,"10001+",0,1,0,0,0,0,0,0,0,0
"734",0,734,"11-50",0,0,0,0,1,0,0,0,0,0
"735",0,735,"NA",0,0,0,0,0,0,0,0,0,1
"736",0,736,"101-250",0,0,0,1,0,0,0,0,0,0
"737",0,737,"11-50",0,0,0,0,1,0,0,0,0,0
"738",0,738,"251-500",0,0,0,0,0,1,0,0,0,0
"739",0,739,"11-50",0,0,0,0,1,0,0,0,0,0
"740",0,740,"101-250",0,0,0,1,0,0,0,0,0,0
"741",0,741,"11-50",0,0,0,0,1,0,0,0,0,0
"742",0,742,"11-50",0,0,0,0,1,0,0,0,0,0
"743",0,743,"10001+",0,1,0,0,0,0,0,0,0,0
"744",0,744,"11-50",0,0,0,0,1,0,0,0,0,0
"745",0,745,"11-50",0,0,0,0,1,0,0,0,0,0
"746",0,746,"11-50",0,0,0,0,1,0,0,0,0,0
"747",0,747,"1-10",1,0,0,0,0,0,0,0,0,0
"748",0,748,"5001-10000",0,0,0,0,0,0,1,0,0,0
"749",0,749,"51-100",0,0,0,0,0,0,0,0,1,0
"750",0,750,"1-10",1,0,0,0,0,0,0,0,0,0
"751",0,751,"101-250",0,0,0,1,0,0,0,0,0,0
"752",0,752,"1-10",1,0,0,0,0,0,0,0,0,0
"753",0,753,"11-50",0,0,0,0,1,0,0,0,0,0
"754",0,754,"11-50",0,0,0,0,1,0,0,0,0,0
"755",0,755,"51-100",0,0,0,0,0,0,0,0,1,0
"756",0,756,"11-50",0,0,0,0,1,0,0,0,0,0
"757",0,757,"11-50",0,0,0,0,1,0,0,0,0,0
"758",0,758,"11-50",0,0,0,0,1,0,0,0,0,0
"759",0,759,"11-50",0,0,0,0,1,0,0,0,0,0
"760",0,760,"11-50",0,0,0,0,1,0,0,0,0,0
"761",0,761,"11-50",0,0,0,0,1,0,0,0,0,0
"762",0,762,"11-50",0,0,0,0,1,0,0,0,0,0
"763",0,763,"1-10",1,0,0,0,0,0,0,0,0,0
"764",0,764,"11-50",0,0,0,0,1,0,0,0,0,0
"765",0,765,"11-50",0,0,0,0,1,0,0,0,0,0
"766",0,766,"11-50",0,0,0,0,1,0,0,0,0,0
"767",0,767,"1-10",1,0,0,0,0,0,0,0,0,0
"768",0,768,"1-10",1,0,0,0,0,0,0,0,0,0
"769",0,769,"1-10",1,0,0,0,0,0,0,0,0,0
"770",0,770,"11-50",0,0,0,0,1,0,0,0,0,0
"771",0,771,"1-10",1,0,0,0,0,0,0,0,0,0
"772",0,772,"51-100",0,0,0,0,0,0,0,0,1,0
"773",0,773,"11-50",0,0,0,0,1,0,0,0,0,0
"774",0,774,"11-50",0,0,0,0,1,0,0,0,0,0
"775",0,775,"11-50",0,0,0,0,1,0,0,0,0,0
"776",0,776,"51-100",0,0,0,0,0,0,0,0,1,0
"777",0,777,"NA",0,0,0,0,0,0,0,0,0,1
"778",0,778,"51-100",0,0,0,0,0,0,0,0,1,0
"779",0,779,"251-500",0,0,0,0,0,1,0,0,0,0
"780",0,780,"51-100",0,0,0,0,0,0,0,0,1,0
"781",0,781,"11-50",0,0,0,0,1,0,0,0,0,0
"782",0,782,"11-50",0,0,0,0,1,0,0,0,0,0
"783",0,783,"1-10",1,0,0,0,0,0,0,0,0,0
"784",0,784,"NA",0,0,0,0,0,0,0,0,0,1
"785",0,785,"11-50",0,0,0,0,1,0,0,0,0,0
"786",0,786,"1-10",1,0,0,0,0,0,0,0,0,0
"787",0,787,"1-10",1,0,0,0,0,0,0,0,0,0
"788",0,788,"51-100",0,0,0,0,0,0,0,0,1,0
"789",0,789,"1-10",1,0,0,0,0,0,0,0,0,0
"790",0,790,"11-50",0,0,0,0,1,0,0,0,0,0
"791",0,791,"1-10",1,0,0,0,0,0,0,0,0,0
"792",0,792,"11-50",0,0,0,0,1,0,0,0,0,0
"793",0,793,"1-10",1,0,0,0,0,0,0,0,0,0
"794",0,794,"1-10",1,0,0,0,0,0,0,0,0,0
"795",0,795,"251-500",0,0,0,0,0,1,0,0,0,0
"796",0,796,"11-50",0,0,0,0,1,0,0,0,0,0
"797",0,797,"11-50",0,0,0,0,1,0,0,0,0,0
"798",0,798,"51-100",0,0,0,0,0,0,0,0,1,0
"799",0,799,"1-10",1,0,0,0,0,0,0,0,0,0
"800",0,800,"11-50",0,0,0,0,1,0,0,0,0,0
"801",0,801,"NA",0,0,0,0,0,0,0,0,0,1
"802",0,802,"11-50",0,0,0,0,1,0,0,0,0,0
"803",0,803,"11-50",0,0,0,0,1,0,0,0,0,0
"804",0,804,"NA",0,0,0,0,0,0,0,0,0,1
"805",0,805,"11-50",0,0,0,0,1,0,0,0,0,0
"806",0,806,"11-50",0,0,0,0,1,0,0,0,0,0
"807",0,807,"5001-10000",0,0,0,0,0,0,1,0,0,0
"808",0,808,"11-50",0,0,0,0,1,0,0,0,0,0
"809",0,809,"11-50",0,0,0,0,1,0,0,0,0,0
"810",0,810,"1-10",1,0,0,0,0,0,0,0,0,0
"811",0,811,"11-50",0,0,0,0,1,0,0,0,0,0
"812",0,812,"11-50",0,0,0,0,1,0,0,0,0,0
"813",0,813,"501-1000",0,0,0,0,0,0,0,1,0,0
"814",0,814,"11-50",0,0,0,0,1,0,0,0,0,0
"815",0,815,"11-50",0,0,0,0,1,0,0,0,0,0
"816",0,816,"11-50",0,0,0,0,1,0,0,0,0,0
"817",0,817,"NA",0,0,0,0,0,0,0,0,0,1
"818",0,818,"101-250",0,0,0,1,0,0,0,0,0,0
"819",0,819,"501-1000",0,0,0,0,0,0,0,1,0,0
"820",0,820,"1-10",1,0,0,0,0,0,0,0,0,0
"821",0,821,"1-10",1,0,0,0,0,0,0,0,0,0
"822",0,822,"11-50",0,0,0,0,1,0,0,0,0,0
"823",0,823,"11-50",0,0,0,0,1,0,0,0,0,0
"824",0,824,"101-250",0,0,0,1,0,0,0,0,0,0
"825",0,825,"11-50",0,0,0,0,1,0,0,0,0,0
"826",0,826,"NA",0,0,0,0,0,0,0,0,0,1
"827",0,827,"11-50",0,0,0,0,1,0,0,0,0,0
"828",0,828,"11-50",0,0,0,0,1,0,0,0,0,0
"829",0,829,"11-50",0,0,0,0,1,0,0,0,0,0
"830",0,830,"51-100",0,0,0,0,0,0,0,0,1,0
"831",0,831,"11-50",0,0,0,0,1,0,0,0,0,0
"832",0,832,"251-500",0,0,0,0,0,1,0,0,0,0
"833",0,833,"NA",0,0,0,0,0,0,0,0,0,1
"834",0,834,"11-50",0,0,0,0,1,0,0,0,0,0
"835",0,835,"51-100",0,0,0,0,0,0,0,0,1,0
"836",0,836,"1-10",1,0,0,0,0,0,0,0,0,0
"837",0,837,"101-250",0,0,0,1,0,0,0,0,0,0
"838",0,838,"11-50",0,0,0,0,1,0,0,0,0,0
"839",0,839,"11-50",0,0,0,0,1,0,0,0,0,0
"840",0,840,"NA",0,0,0,0,0,0,0,0,0,1
"841",0,841,"11-50",0,0,0,0,1,0,0,0,0,0
"842",0,842,"1001-5000",0,0,1,0,0,0,0,0,0,0
"843",0,843,"11-50",0,0,0,0,1,0,0,0,0,0
"844",0,844,"11-50",0,0,0,0,1,0,0,0,0,0
"845",0,845,"51-100",0,0,0,0,0,0,0,0,1,0
"846",0,846,"NA",0,0,0,0,0,0,0,0,0,1
"847",0,847,"101-250",0,0,0,1,0,0,0,0,0,0
"848",0,848,"101-250",0,0,0,1,0,0,0,0,0,0
"849",0,849,"101-250",0,0,0,1,0,0,0,0,0,0
"850",0,850,"51-100",0,0,0,0,0,0,0,0,1,0
"851",0,851,"1-10",1,0,0,0,0,0,0,0,0,0
"852",0,852,"11-50",0,0,0,0,1,0,0,0,0,0
"853",0,853,"51-100",0,0,0,0,0,0,0,0,1,0
"854",0,854,"11-50",0,0,0,0,1,0,0,0,0,0
"855",0,855,"11-50",0,0,0,0,1,0,0,0,0,0
"856",0,856,"251-500",0,0,0,0,0,1,0,0,0,0
"857",0,857,"501-1000",0,0,0,0,0,0,0,1,0,0
"858",0,858,"101-250",0,0,0,1,0,0,0,0,0,0
"859",0,859,"11-50",0,0,0,0,1,0,0,0,0,0
"860",0,860,"51-100",0,0,0,0,0,0,0,0,1,0
"861",0,861,"NA",0,0,0,0,0,0,0,0,0,1
"862",0,862,"NA",0,0,0,0,0,0,0,0,0,1
"863",0,863,"NA",0,0,0,0,0,0,0,0,0,1
"864",0,864,"11-50",0,0,0,0,1,0,0,0,0,0
"865",0,865,"11-50",0,0,0,0,1,0,0,0,0,0
"866",0,866,"1-10",1,0,0,0,0,0,0,0,0,0
"867",0,867,"11-50",0,0,0,0,1,0,0,0,0,0
"868",0,868,"11-50",0,0,0,0,1,0,0,0,0,0
"869",0,869,"11-50",0,0,0,0,1,0,0,0,0,0
"870",0,870,"251-500",0,0,0,0,0,1,0,0,0,0
"871",0,871,"1-10",1,0,0,0,0,0,0,0,0,0
"872",0,872,"1-10",1,0,0,0,0,0,0,0,0,0
"873",0,873,"1-10",1,0,0,0,0,0,0,0,0,0
"874",0,874,"251-500",0,0,0,0,0,1,0,0,0,0
"875",0,875,"51-100",0,0,0,0,0,0,0,0,1,0
"876",0,876,"1-10",1,0,0,0,0,0,0,0,0,0
"877",0,877,"11-50",0,0,0,0,1,0,0,0,0,0
"878",0,878,"1-10",1,0,0,0,0,0,0,0,0,0
"879",0,879,"11-50",0,0,0,0,1,0,0,0,0,0
"880",0,880,"11-50",0,0,0,0,1,0,0,0,0,0
"881",0,881,"11-50",0,0,0,0,1,0,0,0,0,0
"882",0,882,"11-50",0,0,0,0,1,0,0,0,0,0
"883",0,883,"11-50",0,0,0,0,1,0,0,0,0,0
"884",0,884,"101-250",0,0,0,1,0,0,0,0,0,0
"885",0,885,"11-50",0,0,0,0,1,0,0,0,0,0
"886",0,886,"11-50",0,0,0,0,1,0,0,0,0,0
"887",0,887,"11-50",0,0,0,0,1,0,0,0,0,0
"888",0,888,"11-50",0,0,0,0,1,0,0,0,0,0
"889",0,889,"1-10",1,0,0,0,0,0,0,0,0,0
"890",0,890,"51-100",0,0,0,0,0,0,0,0,1,0
"891",0,891,"1-10",1,0,0,0,0,0,0,0,0,0
"892",0,892,"11-50",0,0,0,0,1,0,0,0,0,0
"893",0,893,"1-10",1,0,0,0,0,0,0,0,0,0
"894",0,894,"11-50",0,0,0,0,1,0,0,0,0,0
"895",0,895,"11-50",0,0,0,0,1,0,0,0,0,0
"896",0,896,"11-50",0,0,0,0,1,0,0,0,0,0
"897",0,897,"1-10",1,0,0,0,0,0,0,0,0,0
"898",0,898,"51-100",0,0,0,0,0,0,0,0,1,0
"899",0,899,"11-50",0,0,0,0,1,0,0,0,0,0
"900",0,900,"NA",0,0,0,0,0,0,0,0,0,1
"901",0,901,"101-250",0,0,0,1,0,0,0,0,0,0
"902",0,902,"51-100",0,0,0,0,0,0,0,0,1,0
"903",0,903,"1-10",1,0,0,0,0,0,0,0,0,0
"904",0,904,"101-250",0,0,0,1,0,0,0,0,0,0
"905",0,905,"11-50",0,0,0,0,1,0,0,0,0,0
"906",0,906,"251-500",0,0,0,0,0,1,0,0,0,0
"907",0,907,"101-250",0,0,0,1,0,0,0,0,0,0
"908",0,908,"1-10",1,0,0,0,0,0,0,0,0,0
"909",0,909,"11-50",0,0,0,0,1,0,0,0,0,0
"910",0,910,"1-10",1,0,0,0,0,0,0,0,0,0
"911",0,911,"1-10",1,0,0,0,0,0,0,0,0,0
"912",0,912,"1-10",1,0,0,0,0,0,0,0,0,0
"913",0,913,"11-50",0,0,0,0,1,0,0,0,0,0
"914",0,914,"11-50",0,0,0,0,1,0,0,0,0,0
"915",0,915,"11-50",0,0,0,0,1,0,0,0,0,0
"916",0,916,"51-100",0,0,0,0,0,0,0,0,1,0
"917",0,917,"NA",0,0,0,0,0,0,0,0,0,1
"918",0,918,"501-1000",0,0,0,0,0,0,0,1,0,0
"919",0,919,"51-100",0,0,0,0,0,0,0,0,1,0
"920",0,920,"11-50",0,0,0,0,1,0,0,0,0,0
"921",0,921,"11-50",0,0,0,0,1,0,0,0,0,0
"922",0,922,"11-50",0,0,0,0,1,0,0,0,0,0
"923",0,923,"11-50",0,0,0,0,1,0,0,0,0,0
"924",0,924,"251-500",0,0,0,0,0,1,0,0,0,0
"925",0,925,"NA",0,0,0,0,0,0,0,0,0,1
"926",0,926,"11-50",0,0,0,0,1,0,0,0,0,0
"927",0,927,"1-10",1,0,0,0,0,0,0,0,0,0
"928",0,928,"1-10",1,0,0,0,0,0,0,0,0,0
"929",0,929,"11-50",0,0,0,0,1,0,0,0,0,0
"930",0,930,"1-10",1,0,0,0,0,0,0,0,0,0
"931",0,931,"11-50",0,0,0,0,1,0,0,0,0,0
"932",0,932,"51-100",0,0,0,0,0,0,0,0,1,0
"933",0,933,"11-50",0,0,0,0,1,0,0,0,0,0
"934",0,934,"1-10",1,0,0,0,0,0,0,0,0,0
"935",0,935,"1-10",1,0,0,0,0,0,0,0,0,0
"936",0,936,"11-50",0,0,0,0,1,0,0,0,0,0
"937",0,937,"1-10",1,0,0,0,0,0,0,0,0,0
"938",0,938,"1001-5000",0,0,1,0,0,0,0,0,0,0
"939",0,939,"51-100",0,0,0,0,0,0,0,0,1,0
"940",0,940,"1-10",1,0,0,0,0,0,0,0,0,0
"941",0,941,"11-50",0,0,0,0,1,0,0,0,0,0
"942",0,942,"11-50",0,0,0,0,1,0,0,0,0,0
"943",0,943,"1-10",1,0,0,0,0,0,0,0,0,0
"944",0,944,"101-250",0,0,0,1,0,0,0,0,0,0
"945",0,945,"1-10",1,0,0,0,0,0,0,0,0,0
"946",0,946,"51-100",0,0,0,0,0,0,0,0,1,0
"947",0,947,"51-100",0,0,0,0,0,0,0,0,1,0
"948",0,948,"1-10",1,0,0,0,0,0,0,0,0,0
"949",0,949,"11-50",0,0,0,0,1,0,0,0,0,0
"950",0,950,"11-50",0,0,0,0,1,0,0,0,0,0
"951",0,951,"11-50",0,0,0,0,1,0,0,0,0,0
"952",0,952,"51-100",0,0,0,0,0,0,0,0,1,0
"953",0,953,"11-50",0,0,0,0,1,0,0,0,0,0
"954",0,954,"501-1000",0,0,0,0,0,0,0,1,0,0
"955",0,955,"10001+",0,1,0,0,0,0,0,0,0,0
"956",0,956,"11-50",0,0,0,0,1,0,0,0,0,0
"957",0,957,"11-50",0,0,0,0,1,0,0,0,0,0
"958",0,958,"11-50",0,0,0,0,1,0,0,0,0,0
"959",0,959,"NA",0,0,0,0,0,0,0,0,0,1
"960",0,960,"11-50",0,0,0,0,1,0,0,0,0,0
"961",0,961,"11-50",0,0,0,0,1,0,0,0,0,0
"962",0,962,"NA",0,0,0,0,0,0,0,0,0,1
"963",0,963,"51-100",0,0,0,0,0,0,0,0,1,0
"964",0,964,"501-1000",0,0,0,0,0,0,0,1,0,0
"965",0,965,"11-50",0,0,0,0,1,0,0,0,0,0
"966",0,966,"51-100",0,0,0,0,0,0,0,0,1,0
"967",0,967,"11-50",0,0,0,0,1,0,0,0,0,0
"968",0,968,"1-10",1,0,0,0,0,0,0,0,0,0
"969",0,969,"1-10",1,0,0,0,0,0,0,0,0,0
"970",0,970,"51-100",0,0,0,0,0,0,0,0,1,0
"971",0,971,"NA",0,0,0,0,0,0,0,0,0,1
"972",0,972,"11-50",0,0,0,0,1,0,0,0,0,0
"973",0,973,"NA",0,0,0,0,0,0,0,0,0,1
"974",0,974,"NA",0,0,0,0,0,0,0,0,0,1
"975",0,975,"NA",0,0,0,0,0,0,0,0,0,1
"976",0,976,"11-50",0,0,0,0,1,0,0,0,0,0
"977",0,977,"11-50",0,0,0,0,1,0,0,0,0,0
"978",0,978,"11-50",0,0,0,0,1,0,0,0,0,0
"979",0,979,"501-1000",0,0,0,0,0,0,0,1,0,0
"980",0,980,"1-10",1,0,0,0,0,0,0,0,0,0
"981",0,981,"11-50",0,0,0,0,1,0,0,0,0,0
"982",0,982,"1-10",1,0,0,0,0,0,0,0,0,0
"983",0,983,"1-10",1,0,0,0,0,0,0,0,0,0
"984",0,984,"51-100",0,0,0,0,0,0,0,0,1,0
"985",0,985,"51-100",0,0,0,0,0,0,0,0,1,0
"986",0,986,"11-50",0,0,0,0,1,0,0,0,0,0
"987",0,987,"1-10",1,0,0,0,0,0,0,0,0,0
"988",0,988,"11-50",0,0,0,0,1,0,0,0,0,0
"989",0,989,"11-50",0,0,0,0,1,0,0,0,0,0
"990",0,990,"NA",0,0,0,0,0,0,0,0,0,1
"991",0,991,"51-100",0,0,0,0,0,0,0,0,1,0
"992",0,992,"11-50",0,0,0,0,1,0,0,0,0,0
"993",0,993,"51-100",0,0,0,0,0,0,0,0,1,0
"994",0,994,"11-50",0,0,0,0,1,0,0,0,0,0
"995",0,995,"1-10",1,0,0,0,0,0,0,0,0,0
"996",0,996,"11-50",0,0,0,0,1,0,0,0,0,0
"997",0,997,"11-50",0,0,0,0,1,0,0,0,0,0
"998",0,998,"11-50",0,0,0,0,1,0,0,0,0,0
"999",0,999,"101-250",0,0,0,1,0,0,0,0,0,0
"1000",0,1000,"11-50",0,0,0,0,1,0,0,0,0,0
"1001",0,1001,"251-500",0,0,0,0,0,1,0,0,0,0
"1002",0,1002,"11-50",0,0,0,0,1,0,0,0,0,0
"1003",0,1003,"11-50",0,0,0,0,1,0,0,0,0,0
"1004",0,1004,"NA",0,0,0,0,0,0,0,0,0,1
"1005",0,1005,"1-10",1,0,0,0,0,0,0,0,0,0
"1006",0,1006,"51-100",0,0,0,0,0,0,0,0,1,0
"1007",0,1007,"11-50",0,0,0,0,1,0,0,0,0,0
"1008",0,1008,"11-50",0,0,0,0,1,0,0,0,0,0
"1009",0,1009,"51-100",0,0,0,0,0,0,0,0,1,0
"1010",0,1010,"1-10",1,0,0,0,0,0,0,0,0,0
"1011",0,1011,"NA",0,0,0,0,0,0,0,0,0,1
"1012",0,1012,"11-50",0,0,0,0,1,0,0,0,0,0
"1013",0,1013,"11-50",0,0,0,0,1,0,0,0,0,0
"1014",0,1014,"51-100",0,0,0,0,0,0,0,0,1,0
"1015",0,1015,"51-100",0,0,0,0,0,0,0,0,1,0
"1016",0,1016,"NA",0,0,0,0,0,0,0,0,0,1
"1017",0,1017,"1-10",1,0,0,0,0,0,0,0,0,0
"1018",0,1018,"NA",0,0,0,0,0,0,0,0,0,1
"1019",0,1019,"51-100",0,0,0,0,0,0,0,0,1,0
"1020",0,1020,"NA",0,0,0,0,0,0,0,0,0,1
"1021",0,1021,"11-50",0,0,0,0,1,0,0,0,0,0
"1022",0,1022,"11-50",0,0,0,0,1,0,0,0,0,0
"1023",0,1023,"11-50",0,0,0,0,1,0,0,0,0,0
"1024",0,1024,"11-50",0,0,0,0,1,0,0,0,0,0
"1025",0,1025,"11-50",0,0,0,0,1,0,0,0,0,0
"1026",0,1026,"11-50",0,0,0,0,1,0,0,0,0,0
"1027",0,1027,"11-50",0,0,0,0,1,0,0,0,0,0
"1028",0,1028,"11-50",0,0,0,0,1,0,0,0,0,0
"1029",0,1029,"11-50",0,0,0,0,1,0,0,0,0,0
"1030",0,1030,"51-100",0,0,0,0,0,0,0,0,1,0
"1031",0,1031,"1-10",1,0,0,0,0,0,0,0,0,0
"1032",0,1032,"11-50",0,0,0,0,1,0,0,0,0,0
"1033",0,1033,"1-10",1,0,0,0,0,0,0,0,0,0
"1034",0,1034,"1-10",1,0,0,0,0,0,0,0,0,0
"1035",0,1035,"11-50",0,0,0,0,1,0,0,0,0,0
"1036",0,1036,"1-10",1,0,0,0,0,0,0,0,0,0
"1037",0,1037,"11-50",0,0,0,0,1,0,0,0,0,0
"1038",0,1038,"1-10",1,0,0,0,0,0,0,0,0,0
"1039",0,1039,"251-500",0,0,0,0,0,1,0,0,0,0
"1040",0,1040,"1-10",1,0,0,0,0,0,0,0,0,0
"1041",0,1041,"1-10",1,0,0,0,0,0,0,0,0,0
"1042",0,1042,"11-50",0,0,0,0,1,0,0,0,0,0
"1043",0,1043,"11-50",0,0,0,0,1,0,0,0,0,0
"1044",0,1044,"11-50",0,0,0,0,1,0,0,0,0,0
"1045",0,1045,"51-100",0,0,0,0,0,0,0,0,1,0
"1046",0,1046,"51-100",0,0,0,0,0,0,0,0,1,0
"1047",0,1047,"11-50",0,0,0,0,1,0,0,0,0,0
"1048",0,1048,"NA",0,0,0,0,0,0,0,0,0,1
"1049",0,1049,"11-50",0,0,0,0,1,0,0,0,0,0
"1050",0,1050,"1-10",1,0,0,0,0,0,0,0,0,0
"1051",0,1051,"1-10",1,0,0,0,0,0,0,0,0,0
"1052",0,1052,"11-50",0,0,0,0,1,0,0,0,0,0
"1053",0,1053,"11-50",0,0,0,0,1,0,0,0,0,0
"1054",0,1054,"11-50",0,0,0,0,1,0,0,0,0,0
"1055",0,1055,"1-10",1,0,0,0,0,0,0,0,0,0
"1056",0,1056,"10001+",0,1,0,0,0,0,0,0,0,0
"1057",0,1057,"51-100",0,0,0,0,0,0,0,0,1,0
"1058",0,1058,"11-50",0,0,0,0,1,0,0,0,0,0
"1059",0,1059,"11-50",0,0,0,0,1,0,0,0,0,0
"1060",0,1060,"1-10",1,0,0,0,0,0,0,0,0,0
"1061",0,1061,"11-50",0,0,0,0,1,0,0,0,0,0
"1062",0,1062,"1-10",1,0,0,0,0,0,0,0,0,0
"1063",0,1063,"1-10",1,0,0,0,0,0,0,0,0,0
"1064",0,1064,"11-50",0,0,0,0,1,0,0,0,0,0
"1065",0,1065,"11-50",0,0,0,0,1,0,0,0,0,0
"1066",0,1066,"11-50",0,0,0,0,1,0,0,0,0,0
"1067",0,1067,"51-100",0,0,0,0,0,0,0,0,1,0
"1068",0,1068,"11-50",0,0,0,0,1,0,0,0,0,0
"1069",0,1069,"51-100",0,0,0,0,0,0,0,0,1,0
"1070",0,1070,"51-100",0,0,0,0,0,0,0,0,1,0
"1071",0,1071,"11-50",0,0,0,0,1,0,0,0,0,0
"1072",0,1072,"NA",0,0,0,0,0,0,0,0,0,1
"1073",0,1073,"11-50",0,0,0,0,1,0,0,0,0,0
"1074",0,1074,"11-50",0,0,0,0,1,0,0,0,0,0
"1075",0,1075,"11-50",0,0,0,0,1,0,0,0,0,0
"1076",0,1076,"NA",0,0,0,0,0,0,0,0,0,1
"1077",0,1077,"NA",0,0,0,0,0,0,0,0,0,1
"1078",0,1078,"1-10",1,0,0,0,0,0,0,0,0,0
"1079",0,1079,"11-50",0,0,0,0,1,0,0,0,0,0
"1080",0,1080,"11-50",0,0,0,0,1,0,0,0,0,0
"1081",0,1081,"NA",0,0,0,0,0,0,0,0,0,1
"1082",0,1082,"101-250",0,0,0,1,0,0,0,0,0,0
"1083",0,1083,"11-50",0,0,0,0,1,0,0,0,0,0
"1084",0,1084,"1-10",1,0,0,0,0,0,0,0,0,0
"1085",0,1085,"51-100",0,0,0,0,0,0,0,0,1,0
"1086",0,1086,"11-50",0,0,0,0,1,0,0,0,0,0
"1087",0,1087,"101-250",0,0,0,1,0,0,0,0,0,0
"1088",0,1088,"1001-5000",0,0,1,0,0,0,0,0,0,0
"1089",0,1089,"11-50",0,0,0,0,1,0,0,0,0,0
"1090",0,1090,"1-10",1,0,0,0,0,0,0,0,0,0
"1091",0,1091,"101-250",0,0,0,1,0,0,0,0,0,0
"1092",0,1092,"51-100",0,0,0,0,0,0,0,0,1,0
"1093",0,1093,"11-50",0,0,0,0,1,0,0,0,0,0
"1094",0,1094,"1-10",1,0,0,0,0,0,0,0,0,0
"1095",0,1095,"11-50",0,0,0,0,1,0,0,0,0,0
"1096",0,1096,"11-50",0,0,0,0,1,0,0,0,0,0
"1097",0,1097,"1-10",1,0,0,0,0,0,0,0,0,0
"1098",0,1098,"NA",0,0,0,0,0,0,0,0,0,1
"1099",0,1099,"1-10",1,0,0,0,0,0,0,0,0,0
"1100",0,1100,"51-100",0,0,0,0,0,0,0,0,1,0
"1101",0,1101,"11-50",0,0,0,0,1,0,0,0,0,0
"1102",0,1102,"11-50",0,0,0,0,1,0,0,0,0,0
"1103",0,1103,"11-50",0,0,0,0,1,0,0,0,0,0
"1104",0,1104,"51-100",0,0,0,0,0,0,0,0,1,0
"1105",0,1105,"11-50",0,0,0,0,1,0,0,0,0,0
"1106",0,1106,"11-50",0,0,0,0,1,0,0,0,0,0
"1107",0,1107,"NA",0,0,0,0,0,0,0,0,0,1
"1108",0,1108,"51-100",0,0,0,0,0,0,0,0,1,0
"1109",0,1109,"1-10",1,0,0,0,0,0,0,0,0,0
"1110",0,1110,"11-50",0,0,0,0,1,0,0,0,0,0
"1111",0,1111,"51-100",0,0,0,0,0,0,0,0,1,0
"1112",0,1112,"11-50",0,0,0,0,1,0,0,0,0,0
"1113",0,1113,"1-10",1,0,0,0,0,0,0,0,0,0
"1114",0,1114,"1-10",1,0,0,0,0,0,0,0,0,0
"1115",0,1115,"1-10",1,0,0,0,0,0,0,0,0,0
"1116",0,1116,"11-50",0,0,0,0,1,0,0,0,0,0
"1117",0,1117,"NA",0,0,0,0,0,0,0,0,0,1
"1118",0,1118,"1-10",1,0,0,0,0,0,0,0,0,0
"1119",0,1119,"NA",0,0,0,0,0,0,0,0,0,1
